Date,Team,2021,Home,Away
2021-12-20,Maryland BC,26.3,25.7,26.6
2021-12-20,W Michigan,26.3,23.0,26.8
2021-12-20,Fordham,26.3,25.6,26.7
2021-12-20,S Utah,26.2,19.0,27.1
2021-12-20,E Tenn St,26.2,26.7,26.0
2021-12-20,Middle Tenn,26.2,26.3,26.2
2021-12-20,North Dakota,26.2,28.0,25.1
2021-12-20,Wash State,26.1,25.8,27.0
2021-12-20,Harvard,26.0,27.8,24.3
2021-12-20,Mercer,26.0,20.0,27.5
2021-12-20,Ohio,25.9,24.6,27.5
2021-12-20,N Iowa,25.9,21.8,30.0
2021-12-20,Richmond,25.8,28.2,24.1
2021-12-20,Stony Brook,25.8,26.4,24.8
2021-12-20,E Washingtn,25.8,31.0,25.1
2021-12-20,Miami (OH),25.8,26.0,25.5
2021-12-20,Austin Peay,25.8,--,25.8
2021-12-20,Hartford,25.7,28.5,25.1
2021-12-20,Bowling Grn,25.7,27.8,24.0
2021-12-20,Canisius,25.6,26.2,25.2
2021-12-20,Col Charlestn,25.6,27.3,23.6
2021-12-20,Elon,25.5,28.0,24.4
2021-12-20,Nebraska,25.5,25.0,27.0
2021-12-20,Iowa,25.4,26.3,23.8
2021-12-20,Utah State,25.3,26.8,24.4
2021-12-20,NC-Wilmgton,25.3,26.5,24.8
2021-12-20,Loyola-Chi,25.1,25.4,24.8
2021-12-20,Florida,25.0,27.5,22.0
2021-12-20,NC-Asheville,25.0,24.5,25.3
2021-12-20,Sacred Hrt,25.0,19.0,26.3
2021-12-20,Buffalo,25.0,32.0,24.0
2021-12-20,Indiana St,24.9,26.5,24.5
2021-12-20,UNLV,24.8,26.0,22.8
2021-12-20,La Salle,24.8,25.2,24.3
2021-12-20,N Hampshire,24.7,26.0,24.2
2021-12-20,N Florida,24.7,29.0,24.2
2021-12-20,IPFW,24.7,23.3,25.8
2021-12-20,Winthrop,24.7,24.3,24.8
2021-12-20,App State,24.7,27.0,23.5
2021-12-20,Chicago St,24.6,21.2,27.5
2021-12-20,San Jose St,24.6,25.0,24.2
2021-12-20,Missouri St,24.6,25.5,23.7
2021-12-20,Fla Atlantic,24.6,24.6,24.5
2021-12-20,Arizona,24.5,24.4,24.8
2021-12-20,Notre Dame,24.5,26.7,23.2
2021-12-20,Gard-Webb,24.4,25.5,23.6
2021-12-20,Oakland,24.4,31.0,23.7
2021-12-20,LA Tech,24.3,24.8,24.0
2021-12-20,Ball State,24.3,26.0,23.9
2021-12-20,Wake Forest,24.3,25.6,21.8
2021-12-20,Baylor,24.3,25.8,22.0
2021-12-20,Loyola-MD,24.2,20.0,26.0
2021-12-20,Penn State,24.1,23.0,25.8
2021-12-20,Duke,24.1,27.0,16.3
2021-12-20,Houston,24.0,25.0,22.6
2021-12-20,S Methodist,23.9,24.5,22.8
2021-12-20,Illinois St,23.9,23.7,24.3
2021-12-20,North Texas,23.9,25.7,22.8
2021-12-20,Bucknell,23.8,23.3,24.1
2021-12-20,Wichita St,23.8,22.7,25.8
2021-12-20,Vermont,23.8,22.0,24.3
2021-12-20,Grd Canyon,23.8,24.2,23.3
2021-12-20,Valparaiso,23.8,20.7,25.3
2021-12-20,Seton Hall,23.8,23.8,23.7
2021-12-20,Butler,23.8,24.8,22.5
2021-12-20,N Dakota St,23.7,22.5,24.5
2021-12-20,Purdue,23.6,24.2,23.0
2021-12-20,Nicholls St,23.6,28.0,23.0
2021-12-20,LA Lafayette,23.5,21.7,24.6
2021-12-20,N Alabama,23.4,23.5,23.4
2021-12-20,Xavier,23.4,24.4,20.3
2021-12-20,Longwood,23.4,22.6,24.7
2021-12-20,Cincinnati,23.4,22.4,25.0
2021-12-20,Oklahoma,23.3,23.7,22.8
2021-12-20,Stetson,23.3,23.7,23.0
2021-12-20,Idaho,23.2,25.5,21.4
2021-12-20,Utah,23.2,23.3,23.0
2021-12-20,NC State,23.2,24.1,21.5
2021-12-20,Georgia St,23.1,26.0,22.7
2021-12-20,Central FL,23.1,24.2,21.8
2021-12-20,Syracuse,23.1,24.8,22.0
2021-12-20,Portland,23.1,25.7,20.9
2021-12-20,Incar Word,23.0,23.4,22.5
2021-12-20,Weber State,23.0,26.3,20.8
2021-12-20,Gonzaga,23.0,20.5,26.0
2021-12-20,Marshall,22.9,23.5,22.0
2021-12-20,St Fran (NY),22.9,30.0,21.1
2021-12-20,TX-San Ant,22.9,21.2,25.7
2021-12-20,Arizona St,22.8,22.2,23.5
2021-12-20,Wm & Mary,22.8,24.0,22.1
2021-12-20,Jksnville St,22.8,24.7,22.0
2021-12-20,NJIT,22.8,19.0,25.8
2021-12-20,Army,22.8,22.5,23.0
2021-12-20,Wisconsin,22.7,23.0,22.4
2021-12-20,Drake,22.7,23.5,21.8
2021-12-20,Neb Omaha,22.7,19.3,25.0
2021-12-20,Connecticut,22.7,22.6,22.8
2021-12-20,Nevada,22.7,20.8,24.2
2021-12-20,Idaho State,22.6,17.0,26.0
2021-12-20,Davidson,22.6,22.3,22.8
2021-12-20,Kansas St,22.6,22.0,23.5
2021-12-20,BYU,22.6,23.3,22.2
2021-12-20,Central Mich,22.5,17.5,23.7
2021-12-20,S Illinois,22.5,22.5,22.5
2021-12-20,VA Tech,22.5,22.8,22.2
2021-12-20,E Carolina,22.5,24.1,19.5
2021-12-20,Montana St,22.5,22.0,22.6
2021-12-20,Boston U,22.4,24.0,21.6
2021-12-20,Radford,22.4,20.5,22.9
2021-12-20,S Dakota St,22.4,22.0,22.5
2021-12-20,Wyoming,22.3,23.4,21.0
2021-12-20,Towson,22.3,19.0,24.7
2021-12-20,Ohio State,22.3,22.3,22.3
2021-12-20,Georgetown,22.3,22.0,23.0
2021-12-20,Murray St,22.3,23.3,21.6
2021-12-20,Kent State,22.3,24.7,20.8
2021-12-20,SC Upstate,22.2,24.7,21.0
2021-12-20,Drexel,22.2,26.5,21.0
2021-12-20,Loyola Mymt,22.2,22.0,22.4
2021-12-20,Bradley,22.2,21.2,23.2
2021-12-20,Marist,22.2,24.0,21.4
2021-12-20,New Mexico,22.2,22.4,21.8
2021-12-20,St Johns,22.2,21.7,27.0
2021-12-20,Delaware,22.2,24.3,21.0
2021-12-20,Binghamton,22.1,28.0,19.8
2021-12-20,Northwestern,22.1,23.0,21.0
2021-12-20,N Mex State,22.1,25.7,20.6
2021-12-20,Brown,22.1,22.0,22.1
2021-12-20,Iona,22.1,19.8,23.4
2021-12-20,Presbyterian,22.0,25.7,20.6
2021-12-20,McNeese St,22.0,--,22.0
2021-12-20,Boise State,22.0,22.7,21.2
2021-12-20,Morehead St,22.0,26.0,20.9
2021-12-20,Hawaii,22.0,23.0,21.3
2021-12-20,Charlotte,21.9,23.3,21.0
2021-12-20,SE Missouri,21.9,19.7,22.9
2021-12-20,WI-Milwkee,21.9,22.6,21.2
2021-12-20,Texas Tech,21.9,21.7,22.3
2021-12-20,Youngs St,21.9,20.4,23.8
2021-12-20,Akron,21.9,21.3,22.2
2021-12-20,Central Conn,21.8,20.3,22.3
2021-12-20,Merrimack,21.8,19.5,23.1
2021-12-20,NC A&T,21.8,--,21.8
2021-12-20,Chattanooga,21.8,21.3,22.0
2021-12-20,Siena,21.8,20.0,23.0
2021-12-20,TN Martin,21.8,19.0,23.0
2021-12-20,Florida St,21.8,23.0,20.6
2021-12-20,UC San Diego,21.8,24.0,21.0
2021-12-20,Portland St,21.7,20.0,22.4
2021-12-20,Lipscomb,21.7,24.5,21.0
2021-12-20,Pepperdine,21.7,21.6,21.8
2021-12-20,Miss Val St,21.7,24.5,20.9
2021-12-20,UCLA,21.7,23.0,20.0
2021-12-20,Mississippi,21.6,24.0,17.5
2021-12-20,TX El Paso,21.6,23.8,19.5
2021-12-20,Central Ark,21.6,24.0,21.3
2021-12-20,Air Force,21.6,21.8,21.5
2021-12-20,Colorado St,21.6,19.2,24.5
2021-12-20,Fairfield,21.5,20.7,21.9
2021-12-20,LSU,21.5,21.9,20.8
2021-12-20,Mass Lowell,21.4,20.5,21.7
2021-12-20,Minnesota,21.4,21.4,21.4
2021-12-20,UC Riverside,21.4,27.5,19.3
2021-12-20,St Marys,21.3,24.3,18.3
2021-12-20,Abl Christian,21.3,20.3,22.3
2021-12-20,Troy,21.3,23.3,20.3
2021-12-20,Clemson,21.3,22.2,20.5
2021-12-20,Maryland ES,21.3,--,21.3
2021-12-20,Arkansas,21.3,20.0,23.5
2021-12-20,Kennesaw St,21.3,22.7,20.4
2021-12-20,Howard,21.2,17.5,22.3
2021-12-20,N Arizona,21.2,23.3,19.8
2021-12-20,Duquesne,21.2,22.5,19.8
2021-12-20,Morgan St,21.1,--,21.1
2021-12-20,S Carolina,21.1,18.8,23.4
2021-12-20,Washington,21.0,20.3,22.3
2021-12-20,Tulane,21.0,21.5,20.6
2021-12-20,James Mad,21.0,21.3,20.8
2021-12-20,Bellarmine,20.9,--,20.9
2021-12-20,Dixie State,20.9,23.0,19.6
2021-12-20,Iowa State,20.8,22.4,16.7
2021-12-20,NC Central,20.8,--,20.8
2021-12-20,DePaul,20.8,20.6,21.5
2021-12-20,W Kentucky,20.7,19.8,22.0
2021-12-20,WI-Grn Bay,20.7,21.7,20.2
2021-12-20,Providence,20.7,20.0,22.0
2021-12-20,Lamar,20.6,24.0,20.2
2021-12-20,S Car State,20.5,23.3,19.5
2021-12-20,TN State,20.5,16.5,21.5
2021-12-20,Kansas,20.5,22.8,18.2
2021-12-20,Geo Wshgtn,20.5,19.6,21.1
2021-12-20,Hampton,20.4,20.0,20.5
2021-12-20,Creighton,20.3,21.0,19.4
2021-12-20,Temple,20.3,21.2,19.2
2021-12-20,LA Monroe,20.3,19.7,20.6
2021-12-20,Stanford,20.2,20.7,19.5
2021-12-20,Maine,20.2,14.0,21.4
2021-12-20,Campbell,20.1,19.0,20.6
2021-12-20,UAB,20.1,19.5,21.0
2021-12-20,E Illinois,20.1,17.5,20.8
2021-12-20,Northeastrn,20.1,19.8,20.3
2021-12-20,Maryland,20.0,21.4,16.7
2021-12-20,Montana,20.0,19.0,20.7
2021-12-20,Toledo,20.0,19.5,20.1
2021-12-20,IUPUI,20.0,18.7,20.7
2021-12-20,E Michigan,20.0,20.5,19.6
2021-12-20,Columbia,19.9,21.0,19.0
2021-12-20,Georgia,19.9,20.0,19.7
2021-12-20,South Dakota,19.9,19.0,20.6
2021-12-20,Coastal Car,19.9,18.0,21.8
2021-12-20,TX Christian,19.8,20.6,19.0
2021-12-20,Santa Clara,19.8,20.3,18.5
2021-12-20,Wright State,19.8,17.5,20.4
2021-12-20,Cal Baptist,19.7,20.2,18.7
2021-12-20,Dayton,19.7,20.3,18.8
2021-12-20,N Carolina,19.6,19.0,20.4
2021-12-20,High Point,19.6,19.3,20.0
2021-12-20,UMKC,19.6,17.0,20.0
2021-12-20,Oregon,19.5,22.0,15.3
2021-12-20,Miami (FL),19.5,23.0,16.7
2021-12-20,TX-Pan Am,19.5,26.0,17.9
2021-12-20,Texas A&M,19.5,21.4,17.6
2021-12-20,Tulsa,19.5,19.4,19.5
2021-12-20,Michigan,19.5,17.3,22.0
2021-12-20,Lehigh,19.4,23.0,16.6
2021-12-20,St Bonavent,19.4,19.7,19.0
2021-12-20,F Dickinson,19.3,15.0,19.8
2021-12-20,SIU Edward,19.3,20.5,19.0
2021-12-20,Indiana,19.3,19.0,20.0
2021-12-20,Alabama St,19.2,20.0,18.9
2021-12-20,NW State,19.1,17.5,19.6
2021-12-20,Fresno St,19.1,20.0,17.8
2021-12-20,Missouri,19.1,18.8,19.5
2021-12-20,Texas,19.1,19.7,17.7
2021-12-20,Albany,19.1,19.3,19.0
2021-12-20,Denver,19.1,13.0,20.4
2021-12-20,Navy,19.0,24.0,17.6
2021-12-20,Rider,19.0,23.7,17.3
2021-12-20,Michigan St,18.9,20.2,17.8
2021-12-20,Memphis,18.8,20.2,16.8
2021-12-20,TX A&M-CC,18.8,22.5,17.7
2021-12-20,Rob Morris,18.8,19.0,18.7
2021-12-20,Delaware St,18.8,13.7,21.8
2021-12-20,Niagara,18.7,16.5,19.3
2021-12-20,Kentucky,18.7,19.3,17.3
2021-12-20,TN Tech,18.7,17.7,19.1
2021-12-20,Sac State,18.6,17.0,19.8
2021-12-20,UC Davis,18.6,23.0,16.8
2021-12-20,W Virginia,18.5,19.6,16.8
2021-12-20,Oklahoma St,18.5,20.7,14.8
2021-12-20,Monmouth,18.4,22.7,17.0
2021-12-20,American,18.4,17.0,18.7
2021-12-20,NC-Grnsboro,18.4,21.0,16.9
2021-12-20,Miss State,18.3,17.9,19.3
2021-12-20,Jackson St,18.3,--,18.3
2021-12-20,S Alabama,18.3,20.5,17.5
2021-12-20,USC,18.3,22.3,14.2
2021-12-20,S Florida,18.2,19.6,13.5
2021-12-20,GA Southern,18.1,21.0,17.7
2021-12-20,AR Lit Rock,18.1,19.5,17.7
2021-12-20,N Illinois,18.0,16.0,18.2
2021-12-20,Rutgers,18.0,17.5,18.8
2021-12-20,Southern,18.0,15.0,18.3
2021-12-20,Prairie View,17.9,--,17.9
2021-12-20,St Peters,17.9,13.7,20.4
2021-12-20,Saint Louis,17.8,17.9,17.8
2021-12-20,Virginia,17.8,17.0,19.3
2021-12-20,Jacksonville,17.7,15.5,18.6
2021-12-20,Wagner,17.6,18.0,17.5
2021-12-20,Cleveland St,17.6,16.6,20.0
2021-12-20,San Diego St,17.4,16.0,19.5
2021-12-20,GA Tech,17.3,17.4,17.0
2021-12-20,Oregon St,17.3,16.8,17.8
2021-12-20,Pacific,17.3,17.7,16.8
2021-12-20,Alcorn State,17.2,--,17.2
2021-12-20,Houston Bap,17.2,17.0,17.3
2021-12-20,TX-Arlington,17.1,19.0,16.6
2021-12-20,Grambling St,17.0,--,17.0
2021-12-20,Utah Val St,16.8,15.5,17.1
2021-12-20,Colorado,16.8,17.3,15.8
2021-12-20,VCU,16.7,14.7,19.2
2021-12-20,Cal Poly,16.7,14.5,17.3
2021-12-20,Mt St Marys,16.5,18.5,15.3
2021-12-20,St Fran (PA),16.4,30.0,14.8
2021-12-20,Alab A&M,16.3,17.0,16.3
2021-12-20,Tarleton State,16.2,14.0,16.9
2021-12-20,CS Fullerton,16.2,16.0,16.3
2021-12-20,Cal St Nrdge,16.0,16.3,15.8
2021-12-20,California,15.9,16.9,14.0
2021-12-20,Holy Cross,15.9,18.0,15.4
2021-12-20,Ste F Austin,15.9,17.7,14.8
2021-12-20,UCSB,15.9,15.8,16.0
2021-12-20,UC Irvine,15.9,13.0,17.0
2021-12-20,Rhode Island,15.8,15.0,16.5
2021-12-20,Arkansas St,15.7,12.5,18.2
2021-12-20,Lg Beach St,15.7,18.5,14.9
2021-12-20,Texas State,15.6,20.0,14.2
2021-12-20,Beth-Cook,15.4,17.0,15.3
2021-12-20,Norfolk St,15.3,15.0,15.4
2021-12-20,S Mississippi,15.3,18.3,14.0
2021-12-20,Manhattan,15.3,14.3,15.8
2021-12-20,Boston Col,15.2,15.3,15.0
2021-12-20,San Diego,15.0,18.5,12.7
2021-12-20,TX Southern,14.8,--,14.8
2021-12-20,Pittsburgh,14.3,15.4,11.3
2021-12-20,Florida A&M,14.1,12.0,14.4
2021-12-20,Old Dominion,13.6,11.7,14.4
2021-12-20,New Orleans,13.0,13.0,13.0
2021-12-20,CS Bakersfld,11.7,9.0,12.2
2021-12-01,Oral Roberts,35.5,37.0,34.0
2021-12-01,St. Thomas (MN),33.3,--,33.3
2021-12-01,E Kentucky,33.0,34.7,31.3
2021-12-01,W Carolina,33.0,34.0,32.8
2021-12-01,VA Military,32.6,--,32.6
2021-12-01,Dartmouth,32.0,--,32.0
2021-12-01,Citadel,31.0,--,31.0
2021-12-01,Lafayette,30.2,32.0,29.8
2021-12-01,Princeton,30.0,28.5,30.8
2021-12-01,Ark Pine Bl,29.9,--,29.9
2021-12-01,Canisius,29.7,33.0,28.0
2021-12-01,Bryant,29.7,32.0,29.2
2021-12-01,Quinnipiac,29.4,29.0,30.0
2021-12-01,W Illinois,29.4,28.0,29.8
2021-12-01,U Mass,29.3,23.5,35.0
2021-12-01,Hofstra,29.2,25.0,30.0
2021-12-01,Samford,29.0,--,29.0
2021-12-01,NC-Wilmgton,29.0,27.0,29.5
2021-12-01,Colgate,29.0,24.5,31.3
2021-12-01,Alabama,28.9,34.0,22.0
2021-12-01,Villanova,28.8,30.0,28.3
2021-12-01,Wofford,28.8,28.5,29.0
2021-12-01,S Utah,28.8,--,28.8
2021-12-01,E Tenn St,28.2,30.0,27.8
2021-12-01,N Iowa,28.0,22.0,34.0
2021-12-01,Fla Gulf Cst,28.0,26.8,34.0
2021-12-01,St Josephs,28.0,26.3,31.5
2021-12-01,Geo Mason,27.9,28.0,27.8
2021-12-01,N Colorado,27.7,--,27.7
2021-12-01,Sam Hous St,27.7,23.0,28.6
2021-12-01,San Francisco,27.6,29.7,21.5
2021-12-01,SE Louisiana,27.6,--,27.6
2021-12-01,Cornell,27.5,30.0,26.3
2021-12-01,Bowling Grn,27.5,31.0,25.8
2021-12-01,Mercer,27.4,--,27.4
2021-12-01,Seattle,27.3,28.0,24.0
2021-12-01,Coppin State,27.3,28.0,27.2
2021-12-01,Maryland BC,27.2,23.0,28.3
2021-12-01,N Mex State,27.2,25.7,28.7
2021-12-01,Furman,27.2,24.5,28.5
2021-12-01,Richmond,27.1,28.3,26.3
2021-12-01,Rice,27.1,26.7,27.4
2021-12-01,Miami (OH),27.0,28.0,26.0
2021-12-01,Elon,27.0,38.0,24.8
2021-12-01,IL-Chicago,27.0,--,27.0
2021-12-01,Florida Intl,26.8,25.0,27.8
2021-12-01,Tennessee,26.8,28.3,24.0
2021-12-01,Evansville,26.8,24.0,27.7
2021-12-01,Vanderbilt,26.7,27.0,25.0
2021-12-01,Auburn,26.7,28.0,26.0
2021-12-01,Winthrop,26.6,30.0,25.8
2021-12-01,Yale,26.4,25.0,27.0
2021-12-01,Ohio,26.4,25.7,27.5
2021-12-01,W Michigan,26.4,--,26.4
2021-12-01,Col Charlestn,26.3,28.6,20.5
2021-12-01,Stetson,26.3,26.0,26.3
2021-12-01,Charl South,26.2,--,26.2
2021-12-01,N Dakota St,26.2,25.0,26.8
2021-12-01,Ball State,26.2,26.0,26.3
2021-12-01,Detroit,26.0,--,26.0
2021-12-01,LIU,26.0,38.0,23.6
2021-12-01,U Penn,26.0,23.0,26.4
2021-12-01,Fla Atlantic,26.0,26.0,26.0
2021-12-01,Iowa,26.0,26.8,21.0
2021-12-01,Bucknell,25.9,25.7,26.0
2021-12-01,Wichita St,25.8,23.0,28.7
2021-12-01,Belmont,25.8,27.5,25.2
2021-12-01,Xavier,25.7,27.8,21.5
2021-12-01,Marist,25.6,35.0,23.3
2021-12-01,E Washingtn,25.6,--,25.6
2021-12-01,Loyola-MD,25.5,--,25.5
2021-12-01,Fordham,25.4,28.7,23.4
2021-12-01,Penn State,25.3,23.0,27.7
2021-12-01,Chicago St,25.3,22.0,27.0
2021-12-01,North Dakota,25.3,24.0,25.8
2021-12-01,N Florida,25.3,--,25.3
2021-12-01,Idaho State,25.2,17.0,27.3
2021-12-01,Louisville,25.2,25.5,24.5
2021-12-01,Florida,25.2,29.5,16.5
2021-12-01,Utah State,25.2,29.5,23.0
2021-12-01,Vermont,25.1,24.0,25.3
2021-12-01,Middle Tenn,25.0,25.0,25.0
2021-12-01,Valparaiso,24.8,19.0,27.8
2021-12-01,Illinois St,24.8,24.3,25.3
2021-12-01,Austin Peay,24.8,--,24.8
2021-12-01,Harvard,24.8,30.0,21.3
2021-12-01,Notre Dame,24.8,29.0,22.0
2021-12-01,Binghamton,24.8,35.0,21.3
2021-12-01,Loyola-Chi,24.7,26.0,23.0
2021-12-01,Seton Hall,24.7,25.7,23.7
2021-12-01,S Methodist,24.6,26.4,21.7
2021-12-01,Fairfield,24.6,22.5,26.0
2021-12-01,Gard-Webb,24.6,28.0,22.3
2021-12-01,North Texas,24.6,27.0,23.0
2021-12-01,Liberty,24.6,24.0,24.8
2021-12-01,Purdue,24.6,25.2,23.0
2021-12-01,Oakland,24.6,31.0,23.5
2021-12-01,NC-Asheville,24.5,--,24.5
2021-12-01,UNLV,24.5,25.0,23.5
2021-12-01,Marquette,24.5,22.2,28.3
2021-12-01,Indiana St,24.5,--,24.5
2021-12-01,Arizona,24.5,24.8,24.0
2021-12-01,App State,24.4,27.0,22.5
2021-12-01,La Salle,24.4,25.7,22.5
2021-12-01,Wake Forest,24.4,24.5,24.0
2021-12-01,Wash State,24.3,24.8,22.0
2021-12-01,Central Mich,24.3,--,24.3
2021-12-01,Houston,24.3,27.0,20.7
2021-12-01,Stony Brook,24.2,22.0,24.8
2021-12-01,Buffalo,24.2,32.0,22.3
2021-12-01,Butler,24.2,25.5,21.5
2021-12-01,Arizona St,24.0,21.0,26.3
2021-12-01,Sacred Hrt,24.0,19.0,26.5
2021-12-01,Portland St,24.0,23.0,24.5
2021-12-01,Oklahoma,24.0,25.3,23.0
2021-12-01,S Dakota St,24.0,22.0,25.2
2021-12-01,Montana St,24.0,--,24.0
2021-12-01,Neb Omaha,23.8,22.0,24.2
2021-12-01,Central FL,23.8,24.0,23.5
2021-12-01,LA Tech,23.8,25.0,23.0
2021-12-01,WI-Grn Bay,23.8,27.0,23.0
2021-12-01,NC A&T,23.7,--,23.7
2021-12-01,Hartford,23.7,23.0,23.8
2021-12-01,St Johns,23.5,22.8,27.0
2021-12-01,Missouri St,23.5,28.0,21.3
2021-12-01,Baylor,23.4,24.8,21.7
2021-12-01,Illinois,23.4,23.0,24.0
2021-12-01,TN Martin,23.4,15.0,25.5
2021-12-01,Nicholls St,23.4,--,23.4
2021-12-01,Incar Word,23.3,24.8,20.5
2021-12-01,Utah,23.3,24.3,21.5
2021-12-01,Jksnville St,23.3,29.0,22.2
2021-12-01,Longwood,23.3,22.0,24.7
2021-12-01,Siena,23.3,19.3,26.3
2021-12-01,Cincinnati,23.3,23.6,22.5
2021-12-01,TX-San Ant,23.2,21.3,31.0
2021-12-01,IPFW,23.2,14.0,25.5
2021-12-01,Bradley,23.2,23.5,23.0
2021-12-01,St Fran (NY),23.2,32.0,21.4
2021-12-01,Army,23.2,22.5,24.5
2021-12-01,Boise State,23.1,25.7,21.3
2021-12-01,Nebraska,23.1,23.1,--
2021-12-01,Nevada,23.0,21.0,24.2
2021-12-01,Northwestern,23.0,23.8,22.0
2021-12-01,N Arizona,23.0,27.7,18.3
2021-12-01,N Alabama,23.0,--,23.0
2021-12-01,LA Lafayette,23.0,20.0,24.0
2021-12-01,Duke,22.9,26.8,16.3
2021-12-01,Syracuse,22.9,24.8,20.3
2021-12-01,Boston U,22.9,16.0,24.0
2021-12-01,Idaho,22.8,27.5,20.5
2021-12-01,N Hampshire,22.8,21.0,23.3
2021-12-01,N Kentucky,22.8,21.7,26.0
2021-12-01,James Mad,22.7,27.5,20.8
2021-12-01,Hampton,22.7,--,22.7
2021-12-01,Charlotte,22.7,24.3,21.0
2021-12-01,Maryland ES,22.7,--,22.7
2021-12-01,NC Central,22.6,--,22.6
2021-12-01,McNeese St,22.6,--,22.6
2021-12-01,Mass Lowell,22.6,--,22.6
2021-12-01,Grd Canyon,22.5,22.8,22.0
2021-12-01,Texas Tech,22.5,22.4,23.0
2021-12-01,Lamar,22.5,24.0,22.2
2021-12-01,Wm & Mary,22.3,23.0,22.2
2021-12-01,Abl Christian,22.3,--,22.3
2021-12-01,TX El Paso,22.3,23.5,21.0
2021-12-01,Presbyterian,22.3,29.5,19.8
2021-12-01,Georgetown,22.2,22.0,22.5
2021-12-01,SE Missouri,22.2,21.5,22.5
2021-12-01,Air Force,22.1,21.0,23.0
2021-12-01,UCLA,22.1,24.8,18.7
2021-12-01,New Mexico,22.1,22.7,21.8
2021-12-01,Gonzaga,22.1,20.2,25.3
2021-12-01,Wright State,22.0,--,22.0
2021-12-01,Miss Val St,22.0,--,22.0
2021-12-01,San Jose St,22.0,23.3,20.7
2021-12-01,Akron,22.0,--,22.0
2021-12-01,W Kentucky,22.0,21.0,23.0
2021-12-01,Ohio State,22.0,23.0,20.7
2021-12-01,Iowa State,22.0,24.0,18.0
2021-12-01,E Carolina,22.0,23.4,19.7
2021-12-01,LSU,22.0,22.4,21.0
2021-12-01,Hawaii,22.0,23.0,21.3
2021-12-01,Wisconsin,22.0,23.3,20.7
2021-12-01,TN State,22.0,14.0,24.0
2021-12-01,St Marys,21.9,25.8,15.3
2021-12-01,Central Ark,21.9,24.0,21.5
2021-12-01,S Carolina,21.8,19.5,26.5
2021-12-01,Georgia St,21.8,26.0,20.8
2021-12-01,Washington,21.8,21.4,22.3
2021-12-01,Maryland,21.6,22.8,18.5
2021-12-01,Davidson,21.6,22.0,21.4
2021-12-01,Pepperdine,21.6,21.0,22.0
2021-12-01,Colorado St,21.5,19.0,24.0
2021-12-01,Troy,21.5,27.0,20.4
2021-12-01,Kent State,21.5,--,21.5
2021-12-01,S Illinois,21.5,19.0,22.8
2021-12-01,Central Conn,21.4,25.0,20.8
2021-12-01,VA Tech,21.4,21.8,21.0
2021-12-01,IUPUI,21.4,--,21.4
2021-12-01,Arkansas,21.3,22.3,19.5
2021-12-01,WI-Milwkee,21.3,23.0,20.5
2021-12-01,UAB,21.3,22.3,20.3
2021-12-01,N Carolina,21.3,18.7,24.0
2021-12-01,Brown,21.3,20.5,21.6
2021-12-01,High Point,21.2,20.0,23.0
2021-12-01,NC State,21.2,21.0,21.5
2021-12-01,UC Riverside,21.2,28.0,19.8
2021-12-01,NJIT,21.2,18.3,24.0
2021-12-01,Chattanooga,21.2,21.3,21.0
2021-12-01,Montana,21.0,21.0,21.0
2021-12-01,Radford,21.0,20.5,21.3
2021-12-01,Delaware St,21.0,14.0,24.5
2021-12-01,Connecticut,21.0,20.4,22.0
2021-12-01,Columbia,21.0,22.0,20.0
2021-12-01,Bellarmine,21.0,--,21.0
2021-12-01,Merrimack,20.9,19.0,21.6
2021-12-01,Tulsa,20.9,21.8,19.7
2021-12-01,Howard,20.8,19.0,21.2
2021-12-01,Loyola Mymt,20.8,21.0,20.5
2021-12-01,N Illinois,20.8,--,20.8
2021-12-01,Drake,20.8,26.0,17.3
2021-12-01,Murray St,20.8,25.0,19.8
2021-12-01,Youngs St,20.8,20.0,22.0
2021-12-01,Kennesaw St,20.8,21.0,20.7
2021-12-01,Mississippi,20.7,25.5,14.3
2021-12-01,Stanford,20.7,20.8,20.7
2021-12-01,Duquesne,20.7,21.5,19.7
2021-12-01,Providence,20.7,18.0,24.3
2021-12-01,Coastal Car,20.7,--,20.7
2021-12-01,Delaware,20.6,22.5,20.0
2021-12-01,Marshall,20.6,21.8,16.0
2021-12-01,BYU,20.6,23.0,17.0
2021-12-01,Kansas St,20.6,20.0,21.5
2021-12-01,Tulane,20.6,20.5,20.6
2021-12-01,Portland,20.5,21.7,19.8
2021-12-01,Minnesota,20.5,21.0,20.0
2021-12-01,Weber State,20.4,--,20.4
2021-12-01,Clemson,20.4,21.8,19.0
2021-12-01,Iona,20.4,18.7,21.4
2021-12-01,Denver,20.3,14.0,21.6
2021-12-01,Towson,20.3,19.3,21.0
2021-12-01,UC Davis,20.3,26.0,18.3
2021-12-01,Northeastrn,20.3,20.0,20.3
2021-12-01,Wyoming,20.2,21.0,19.7
2021-12-01,DePaul,20.2,20.2,--
2021-12-01,Morgan St,20.2,--,20.2
2021-12-01,TX Christian,20.2,20.8,19.0
2021-12-01,Indiana,20.1,19.0,27.0
2021-12-01,Florida St,20.1,19.7,20.5
2021-12-01,S Florida,20.0,20.8,16.0
2021-12-01,American,20.0,19.0,20.2
2021-12-01,E Michigan,20.0,19.5,20.3
2021-12-01,Morehead St,20.0,--,20.0
2021-12-01,UC San Diego,20.0,25.0,18.8
2021-12-01,Geo Wshgtn,19.9,18.5,20.3
